	simple_id	supplier_id	seq_depth	subset	exclude	genus	species	callset202103	callset202103_malawi2perspecies	calset202106_GWAS	sex	clade	location	sublocation	undescribed	source	seq_source	notes	calcua_read_location	read_type	calcua_alignment_location_fAstCal1.2	study	study_id	change_history	taxonomic_uncertainty	full_name
cichlid6779981	CopVir109	D22-B08	15.05	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779981/cichlid6779981.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020337	PlaPla1	D22-D04	22.06	1.0		Placidochromis	platyrhynchos	1.0	1.0	1.0	M	Deep	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020337/fAstCal1.2/cichlid7020337.mem.crumble.cram	Malawi_cichlids_2017	4812.0	clade:shallowbenthic;		Placidochromis_platyrhynchos
cichlid7020338	PlaFla2	D22-D06	14.37	1.0		Placidochromis	nkhotakotae	1.0	1.0	1.0	M	Deep	Southwest_arm	Msaka	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020338/fAstCal1.2/cichlid7020338.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-flat-jaw;	cf.	Placidochromis_nkhotakotae
cichlid6978785	CopJac1	D22-F04	16.33	1.0		Copadichromis	jacksoni	1.0	1.0	1.0	F	Utaka	Cape_Maclear	Thumbi_West	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978785/fAstCal1.2/cichlid6978785.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Copadichromis_jacksoni
cichlid7020340	CalMsk1	D22-G01	17.48	1.0		Astatotilapia	calliptera	1.0	1.0	1.0	M	AstCal	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020340/fAstCal1.2/cichlid7020340.mem.crumble.cram	Malawi_cichlids_2017	4812.0	sex:;		Astatotilapia_calliptera
cichlid7020341	CalMsk2	D22-G02	17.79	1.0		Astatotilapia	calliptera	1.0	1.0	1.0	M	AstCal	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020341/fAstCal1.2/cichlid7020341.mem.crumble.cram	Malawi_cichlids_2017	4812.0	sex:;		Astatotilapia_calliptera
cichlid7020342	CalMsk3	D22-G03	17.03	1.0		Astatotilapia	calliptera	1.0	1.0	1.0	U	AstCal	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020342/fAstCal1.2/cichlid7020342.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Astatotilapia_calliptera
cichlid6779982	CopVir110	D22-G04	17.05	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779982/cichlid6779982.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779983	CopVir111	D22-G05	16.42	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779983/cichlid6779983.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779984	CopVir112	D22-G06	15.49	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779984/cichlid6779984.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779985	CopVir113	D22-G07	14.25	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779985/cichlid6779985.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779986	CopVir114	D22-G08	17.18	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779986/cichlid6779986.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779987	CopVir115	D22-G09	13.67	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779987/cichlid6779987.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779988	CopVir116	D22-G10	13.69	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779988/cichlid6779988.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779989	CopVir117	D22-H01	15.26	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779989/cichlid6779989.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid6779990	CopVir118	D22-H02	14.23	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe/cichlid6779990/cichlid6779990.cram	cram		I2688_MWGS_The_genetic_basis_of_fisheries_induced_selection_on_cichlids_in_Lake_Malombe	4692.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020343	CopVir119	D22-I07	16.0	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	yellow head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020343/cichlid7020343.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020343/fAstCal1.2/cichlid7020343.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020344	CopVir120	D22-I08	16.17	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Msaka	0.0		sanger	yellow head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020344/cichlid7020344.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020344/fAstCal1.2/cichlid7020344.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020345	DipLim19	D22-I10	13.29	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020345/fAstCal1.2/cichlid7020345.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020346	DipLim20	D22-J01	15.97	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020346/fAstCal1.2/cichlid7020346.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020347	DipLim21	D22-J02	16.43	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020347/fAstCal1.2/cichlid7020347.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020348	DipLim22	D22-J03	17.69	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020348/fAstCal1.2/cichlid7020348.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020349	DipLim23	D22-J04	17.55	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020349/fAstCal1.2/cichlid7020349.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020350	DipLim24	D22-J05	18.21	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020350/fAstCal1.2/cichlid7020350.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020351	DipLim25	D22-J06	15.85	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020351/fAstCal1.2/cichlid7020351.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020352	DipLim26	D22-J07	17.32	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020352/fAstCal1.2/cichlid7020352.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020353	DipLim27	D22-J08	17.74	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020353/fAstCal1.2/cichlid7020353.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020354	DipLim28	D22-J09	16.8	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020354/fAstCal1.2/cichlid7020354.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020355	DipLim29	D22-J10	17.93	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020355/fAstCal1.2/cichlid7020355.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020356	DipLim30	D23-A01	17.22	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020356/fAstCal1.2/cichlid7020356.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020357	DipLim31	D23-A02	16.11	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020357/fAstCal1.2/cichlid7020357.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020358	DipLim32	D23-A03	17.79	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020358/fAstCal1.2/cichlid7020358.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020359	DipLim33	D23-A04	18.08	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020359/fAstCal1.2/cichlid7020359.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020360	DipLim34	D23-A05	16.8	1.0		Diplotaxodon	limnothrissa	1.0	0.0	1.0	U	Diplo	Southwest_arm	Msaka	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020360/fAstCal1.2/cichlid7020360.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Diplotaxodon_limnothrissa
cichlid7020361	TroRdc1	D23-B03	18.13	1.0		Tropheops	sp-red-cheek	1.0	1.0	1.0	U	Mbuna	Cape_Maclear	Thumbi_West	1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020361/fAstCal1.2/cichlid7020361.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-red-cheek;		Tropheops_sp-red-cheek
cichlid7020362	LabTre30	D23-B07	14.59	1.0		Labeotropheus	trewavasae	1.0	0.0	1.0	F	Mbuna	Cape_Maclear	Thumbi_West	0.0		sanger	OB		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020362/fAstCal1.2/cichlid7020362.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Labeotropheus_trewavasae
cichlid7020363	TroTro2	D23-C02	15.2	1.0		Tropheops	tropheops	1.0	0.0	1.0	U	Mbuna	Cape_Maclear	Thumbi_West	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020363/cichlid7020363.cram	cram		Malawi_cichlids_2017	4812.0			Tropheops_tropheops
cichlid7020364	AulStu4	D23-C03	16.58	1.0		Aulonocara	stuartgranti	1.0	0.0	1.0	U	Deep	Cape_Maclear	Thumbi_West	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020364/fAstCal1.2/cichlid7020364.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Aulonocara_stuartgranti
cichlid7020367	MylSub21	D23-D03	18.55	1.0		Mylochromis	subocularis	1.0	1.0	1.0	U	Shallow	Cape_Maclear	Thumbi_West	0.0		sanger	initially Placidochromis subocularis		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020367/fAstCal1.2/cichlid7020367.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:cf-subocularis;	cf.	Mylochromis_subocularis
cichlid7020368	ProFen2	D23-D07	18.93	1.0		Protomelas	fenestratus	1.0	1.0	1.0	U	Shallow	Cape_Maclear	Thumbi_West	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020368/fAstCal1.2/cichlid7020368.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:cf-fenestratus;	cf.	Protomelas_fenestratus
cichlid7020371	MylSub22	D23-E02	19.86	1.0		Mylochromis	subocularis	1.0	0.0	1.0	U	Shallow	Cape_Maclear	Thumbi_West	0.0		sanger	initially Placidochromis subocularis		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020371/fAstCal1.2/cichlid7020371.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Mylochromis_subocularis
cichlid6978982	MayZeb16	D23-E03	16.95	1.0		Maylandia	zebra	1.0	0.0	1.0	U	Mbuna	Cape_Maclear	Thumbi_West	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6978982/cichlid6978982.cram	cram		Malawi_cichlids_2017	4812.0			Maylandia_zebra
cichlid7020376	CopVir121	D23-J02	15.92	1.0		Copadichromis	sp-virginalis-kajose	1.0	0.0	1.0	M	Utaka	Southwest_arm	Malembo	0.0		sanger	yellow head yellow dorsal, shape similar to black head yellow dorsal	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid7020376/cichlid7020376.cram	cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020376/fAstCal1.2/cichlid7020376.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
cichlid7020378	StiWoo7	D24-D10	17.48	1.0		Stigmatochromis	melanchros	1.0	0.0	1.0	M	Shallow	Southwest_arm	Malembo	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020378/fAstCal1.2/cichlid7020378.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:woodi;		Stigmatochromis_melanchros
cichlid7020379	StiWoo8	D24-E01	17.9	1.0		Stigmatochromis	melanchros	1.0	0.0	1.0	M	Shallow	Southwest_arm	Malembo	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020379/fAstCal1.2/cichlid7020379.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:woodi;		Stigmatochromis_melanchros
cichlid7020380	TrePla37	D24-E02	16.19	1.0		Trematocranus	placodon	1.0	0.0	1.0	M	Shallow	Southwest_arm	Malembo	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020380/fAstCal1.2/cichlid7020380.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Trematocranus_placodon
cichlid7020381	LetUnk2	D24-E07	20.31	1.0		Lethrinops	sp-longipinnis-white-lappets	1.0	1.0	1.0	M	Shallow	Southwest_arm	Malembo	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020381/fAstCal1.2/cichlid7020381.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp;		Lethrinops_sp-longipinnis-white-lappets
cichlid7020382	FosRos25	D24-F02	20.26	1.0		Fossorochromis	rostratus	1.0	0.0	1.0	U	Shallow	Southwest_arm	Malembo	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020382/fAstCal1.2/cichlid7020382.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Fossorochromis_rostratus
cichlid7050711	LetGos21	D24-H02	16.54	1.0		Lethrinops	gossei	1.0	0.0	1.0	U	Deep	Chinyankwazi		0.0		sanger	trawl; original notes also say Msaka - probably landing site		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050711/fAstCal1.2/cichlid7050711.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Lethrinops_gossei
cichlid7050712	DipArg2	D24-H09	24.45	1.0		Diplotaxodon	longimaxilla	1.0	1.0	1.0	U	Diplo	Chinyankwazi		0.0		sanger	trawl; original notes also say Msaka - probably landing site		cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050712/fAstCal1.2/cichlid7050712.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:cf-argenteus;	cf.	Diplotaxodon_longimaxilla
cichlid7050713	TroGra1	D25-D02	17.31	1.0		Tropheops	gracilior	1.0	1.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050713/fAstCal1.2/cichlid7050713.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Tropheops_gracilior
cichlid7050714	TroGra2	D25-D03	16.16	1.0		Tropheops	gracilior	1.0	1.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050714/fAstCal1.2/cichlid7050714.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Tropheops_gracilior
cichlid7050715	TroGra3	D25-D04	15.76	1.0		Tropheops	gracilior	1.0	0.0	1.0	F	Mbuna	Cape_Maclear	Otter_point	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050715/fAstCal1.2/cichlid7050715.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Tropheops_gracilior
cichlid7050716	TroMic1	D25-D05	16.16	1.0		Tropheops	microstoma	1.0	1.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050716/fAstCal1.2/cichlid7050716.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Tropheops_microstoma
cichlid7050717	TroMic2	D25-D06	14.81	1.0		Tropheops	microstoma	1.0	1.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050717/fAstCal1.2/cichlid7050717.mem.crumble.cram	Malawi_cichlids_2017	4812.0			Tropheops_microstoma
cichlid6979055	CynAfr14	D25-D07	17.1	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6979055/cichlid6979055.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6979056	CynAfr15	D25-D08	15.88	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6979056/cichlid6979056.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6979057	CynAfr16	D25-D09	15.97	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6979057/cichlid6979057.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6979058	CynAfr17	D25-D10	19.49	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6979058/cichlid6979058.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
cichlid6979059	CynAfr18	D25-E01	18.63	1.0		Cynotilapia	zebroides	1.0	0.0	1.0	M	Mbuna	Cape_Maclear	Otter_point	0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/Malawi_cichlids_2017/cichlid6979059/cichlid6979059.cram	cram		Malawi_cichlids_2017	4812.0			Cynotilapia_zebroides
